indicatorId,geoUnit,year,value,qualifier,magnitude
MYS.1T8.AG25T99,VEN,2007,7.989999771118164,,
MYS.1T8.AG25T99,VEN,2008,8.140000343322754,,
MYS.1T8.AG25T99,VEN,2009,8.25,,
MYS.1T8.AG25T99,VEN,2010,8.93,,
MYS.1T8.AG25T99,VEN,2011,9.119999885559082,,
MYS.1T8.AG25T99,VEN,2012,9.25,,
MYS.1T8.AG25T99,VEN,2013,9.45,,
MYS.1T8.AG25T99,VEN,2014,9.61,,
MYS.1T8.AG25T99,VEN,2015,9.640000343322754,,
MYS.1T8.AG25T99,VEN,2016,10.3100004196167,,
